#TYPE Microsoft.ActiveDirectory.Management.ADGroup
"DistinguishedName","GroupCategory","GroupScope","Name","ObjectClass","ObjectGUID","SamAccountName","SID"
"CN=InformTech,OU=InformTech,OU=EAST_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","InformTech","group","4091b791-4709-414f-aea3-c35e38d2282e","InformTech","S-1-5-21-865322659-4255640127-3857865232-8387"
"CN=$MGP,OU=MGP,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$MGP","group","0aaa9636-3d4c-40ab-9302-f1dcff356f93","$MGP","S-1-5-21-865322659-4255640127-3857865232-4173"
"CN=Budget Read,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Budget Read","group","36a5cf49-b493-420e-bf7a-fade928651a2","Budget Read","S-1-5-21-865322659-4255640127-3857865232-4194"
"CN=ERAS-ID,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","ERAS-ID","group","ebb30d56-93fb-4281-b6e8-a8343daad30e","ERAS-ID","S-1-5-21-865322659-4255640127-3857865232-4220"
"CN=ERAS-Pulm,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","ERAS-Pulm","group","d42cd07f-6595-4392-bbe6-4d214ce789d9","ERAS-Pulm","S-1-5-21-865322659-4255640127-3857865232-4223"
"CN=Pulm-Rheum,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Pulm-Rheum","group","e6538f93-8707-4712-8dfd-5032aefbf56a","Pulm-Rheum","S-1-5-21-865322659-4255640127-3857865232-4270"
"CN=$CARD,OU=CARD,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$CARD","group","1fb7b1b7-f81f-4597-bccc-0f9fde902be2","$CARD","S-1-5-21-865322659-4255640127-3857865232-4159"
"CN=$MEDMGMT,OU=MGMT,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$MEDMGMT","group","cfde95e1-e2cd-4be2-ae9c-27c111283e5a","$MEDMGMT","S-1-5-21-865322659-4255640127-3857865232-4172"
"CN=$PULM,OU=PULM,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$PULM","group","5e3846e6-2fb1-4853-b45c-407b0dbc9a6b","$PULM","S-1-5-21-865322659-4255640127-3857865232-4180"
"CN=Fellow,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Fellow","group","3456cae6-9841-4509-801b-7eb03d056cdd","Fellow","S-1-5-21-865322659-4255640127-3857865232-3252"
"CN=IDX,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","IDX","group","fa25a1eb-8a12-4781-a91a-6a065c65ec19","IDX","S-1-5-21-865322659-4255640127-3857865232-4243"
"CN=SOMMedEveryone,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","SOMMedEveryone","group","d4e3e5ed-5a97-444a-9e67-9ba4117f4b72","SOMMedEveryone","S-1-5-21-865322659-4255640127-3857865232-3250"
"CN=Accounting,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Accounting","group","46691cf0-86e7-42ee-a9de-8e4125ee55eb","Accounting","S-1-5-21-865322659-4255640127-3857865232-4184"
"CN=Budget,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Budget","group","70ae65f8-6319-4fe7-9cee-6dbd044a0c2c","Budget","S-1-5-21-865322659-4255640127-3857865232-4193"
"CN=Internal Medicine,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Internal Medicine","group","c7216af8-f57c-4071-a36b-a2b615789c9d","Internal Medicine","S-1-5-21-865322659-4255640127-3857865232-4246"
"CN=MED Secretaries,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","MED Secretaries","group","394d4cf9-7d83-43bf-8c14-03fb561e2a48","MED Secretaries","S-1-5-21-865322659-4255640127-3857865232-3284"
"CN=FAMMED,OU=FAMMED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","FAMMED","group","77d87045-05bf-4cc6-8f48-da4bc414691a","FAMMED","S-1-5-21-865322659-4255640127-3857865232-4227"
"CN=Orthopedics,OU=ORTHO,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Orthopedics","group","8668cc60-021d-403d-8003-d03776914fa6","Orthopedics","S-1-5-21-865322659-4255640127-3857865232-3274"
"CN=AVP,OU=AVP,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","AVP","group","1d8477c3-72dc-4d58-9723-56bfefe040aa","AVP","S-1-5-21-865322659-4255640127-3857865232-4188"
"CN=budget,OU=AVP,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","budget","group","4d3807ff-4ddb-46cb-98f2-35b0b5751cd0","budget0","S-1-5-21-865322659-4255640127-3857865232-3244"
"CN=OPTHA,OU=OPTHA,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","OPTHA","group","3a93ae10-8ef9-426e-bbc1-58c60fd1c1fe","OPTHA","S-1-5-21-865322659-4255640127-3857865232-4262"
"CN=mac,OU=OPTHA,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","mac","group","093d415b-aa8a-43b9-8cf7-cf22f9e8fa62","mac","S-1-5-21-865322659-4255640127-3857865232-4250"
"CN=$Ruby,OU=Ruby,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$Ruby","group","e5e1d806-b5ad-4ced-ab22-1581756c2a50","$Ruby","S-1-5-21-865322659-4255640127-3857865232-8314"
"CN=$UACDD,OU=CED,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$UACDD","group","ae5d7131-c1c3-4f02-8b4b-b693b950f81c","$UACDD","S-1-5-21-865322659-4255640127-3857865232-6694"
"CN=$RESGRAD,OU=RESGRAD,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$RESGRAD","group","d739046f-8c94-4eec-92ae-d05af0494e13","$RESGRAD","S-1-5-21-865322659-4255640127-3857865232-8313"
"CN=$RURHEA,OU=RURHEA,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$RURHEA","group","96cca07f-23f5-43c7-a073-d9c48bc9c7d8","$RURHEA","S-1-5-21-865322659-4255640127-3857865232-8315"
"CN=$SBI,OU=SBI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$SBI","group","320595af-bbb1-42fb-9df6-58bd3f67694f","$SBI ","S-1-5-21-865322659-4255640127-3857865232-8317"
"CN=$SSERVICES,OU=SSERVICES,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$SSERVICES","group","205415cd-e58c-4b09-a0f6-fb337ee52a3b","$SSERVICES","S-1-5-21-865322659-4255640127-3857865232-8324"
"CN=$VP,OU=VP,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$VP","group","f2f388ce-87c7-46e7-ba1b-4e86e4a278f5","$VP","S-1-5-21-865322659-4255640127-3857865232-8330"
"CN=$CE,OU=CE,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$CE","group","9a0561f4-7928-4016-ae1a-a9629ff02ddd","$CE","S-1-5-21-865322659-4255640127-3857865232-8262"
"CN=ADMIN,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","ADMIN","group","b6cb2bfd-fcd3-431d-a6cd-80f2b7ed62e8","ADMIN0","S-1-5-21-865322659-4255640127-3857865232-2130"
"CN=OSEAHR,OU=OSEAHR,OU=PRC,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","OSEAHR","group","10f4ca22-e41e-4267-ac83-74e06b081e08","OSEAHR","S-1-5-21-865322659-4255640127-3857865232-4263"
"CN=datasets,OU=CME,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","datasets","group","1027b770-afbf-439d-a565-5423ba810e28","datasets","S-1-5-21-865322659-4255640127-3857865232-4213"
"CN=CME,OU=CME,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","CME","group","cb605a90-2bbd-4c41-a23a-164298e21c53","CME","S-1-5-21-865322659-4255640127-3857865232-8347"
"CN=SURG,OU=SURG,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","SURG","group","6369fe61-0912-49d5-a740-1a211d5b4ffa","SURG","S-1-5-21-865322659-4255640127-3857865232-3291"
"CN=SOMDEAN,OU=DEAN,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","SOMDEAN","group","724718fd-568c-453c-b502-e67d8f319fe6","SOMDEAN1","S-1-5-21-865322659-4255640127-3857865232-4214"
"CN=HSC EMMED PC RESIDENTS,OU=EMMED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","HSC EMMED PC RESIDENTS","group","19d52ee7-a35d-4f19-8865-0765000daf5c","HSC EMMED PC RESIDENTS","S-1-5-21-865322659-4255640127-3857865232-6748"
"CN=PSI,OU=PSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","PSI","group","5a556fca-f474-4e9f-a1ca-4b41bb7edcf1","PSI","S-1-5-21-865322659-4255640127-3857865232-8407"
"CN=DS,OU=DS,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","DS","group","2a2bbcae-0af2-4d52-861c-7b20b1ff421f","DS","S-1-5-21-865322659-4255640127-3857865232-8363"
"CN=Staff,OU=PATH,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Staff","group","d57b0be9-f21f-45a3-9628-68c8f2948f1a","Staff0","S-1-5-21-865322659-4255640127-3857865232-6807"
"CN=3025-hp4700 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","3025-hp4700 Group","group","9827f000-e30d-467c-ad01-10c1c856538a","3025-hp4700 Group","S-1-5-21-865322659-4255640127-3857865232-1130"
"CN=$NETWORK,OU=NETWORK,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$NETWORK","group","ebe9fd03-b9cf-43d1-86cf-4ef25e1282fb","$NETWORK","S-1-5-21-865322659-4255640127-3857865232-8677"
"CN=Rural Health,OU=RURHEA,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Rural Health","group","2e829c06-2611-4816-88ce-46839a89bf57","Rural Health","S-1-5-21-865322659-4255640127-3857865232-8413"
"CN=BRNI Group,OU=BRNI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","BRNI Group","group","0efbc706-9753-4df6-b17b-672e84df1922","BRNI","S-1-5-21-865322659-4255640127-3857865232-8795"
"CN=Application and Web Services Group,OU=Application and Web Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Application and Web Services Group","group","9964860a-21ca-44f6-8a3f-2522c5815c07","Application and Web Services Group","S-1-5-21-865322659-4255640127-3857865232-12726"
"CN=Training and Consulting Services Group,OU=Training and Consulting Services,OU=Application and Web Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Training and Consulting Services Group","group","270e970b-d0f9-4a57-b14e-50de9ba832dc","Training and Consulting Services Group","S-1-5-21-865322659-4255640127-3857865232-12728"
"CN=SON Faculty,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","SON Faculty","group","f498fa13-6aed-4a9e-af78-369becb77c06","SON Faculty","S-1-5-21-865322659-4255640127-3857865232-8417"
"CN=$BIOSAF,OU=BIOSAF,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$BIOSAF","group","684a1a19-3956-4ae4-bc05-857750879f0e","$BIOSAF","S-1-5-21-865322659-4255640127-3857865232-8637"
"CN=$GYNEONC,OU=GYNEONC,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$GYNEONC","group","e8a5ee19-7e53-46bc-8a30-d0382c1ac008","$GYNEONC","S-1-5-21-865322659-4255640127-3857865232-8655"
"CN=$CCC,OU=CCC,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$CCC","group","8d507d21-6e0c-4599-91b5-9c9d4da60744","$CCC","S-1-5-21-865322659-4255640127-3857865232-3225"
"CN=SSERVICES,OU=SSERVICES,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","SSERVICES","group","7172032c-0d18-46e8-be1d-eb891ca3bce4","SSERVICES","S-1-5-21-865322659-4255640127-3857865232-8420"
"CN=$Tomcat-Roles,OU=Tomcat-Roles,OU=NETWARE,OU=SERVERS,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$Tomcat-Roles","group","0365262d-dc0b-49a6-9eb5-f6d71ab1de4f","$Tomcat-Roles","S-1-5-21-865322659-4255640127-3857865232-8700"
"CN=MBRCC Reference Manager Group,OU=MBRCC Administrative,OU=MBRCC Group,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","MBRCC Reference Manager Group","group","c5bb882d-e37e-4910-b418-11ff78950e30","MBRCC Reference Manager Group","S-1-5-21-865322659-4255640127-3857865232-12714"
"CN=Classroom Technology Group,OU=Classroom Technology,OU=Support Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Classroom Technology Group","group","6ce26b2f-805c-4d5b-aab8-75170a094ae8","Classroom Technology Group","S-1-5-21-865322659-4255640127-3857865232-12725"
"CN=Behavioral Medicine,OU=BEHM,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Behavioral Medicine","group","a4cf7c33-9bd3-4695-a345-95f6a71b453b","Behavioral Medicine","S-1-5-21-865322659-4255640127-3857865232-4189"
"CN=admin2,OU=Tomcat-Roles,OU=NETWARE,OU=SERVERS,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","admin2","group","f83d1c3c-b2aa-430e-b621-6b7ff0ca4354","admin2","S-1-5-21-865322659-4255640127-3857865232-8793"
"CN=$BASSCI,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$BASSCI","group","e7c82d3c-10e9-4531-b126-8c6b1ffa8fc6","$BASSCI","S-1-5-21-865322659-4255640127-3857865232-8635"
"CN=SON GRANT,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","SON GRANT","group","cdf1763d-f762-41f0-bb31-f337c6553268","SON GRANT","S-1-5-21-865322659-4255640127-3857865232-8418"
"CN=Tesing Domain Local Security Group,OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Tesing Domain Local Security Group","group","064cf040-38f4-47b9-b563-8f0997f84b52","Tesing Domain Local Security Group","S-1-5-21-865322659-4255640127-3857865232-8800"
"CN=CHSC Users,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","CHSC Users","group","bc18484f-2eb3-4556-b9b3-cf75a1a5b348","CHSC Users","S-1-5-21-865322659-4255640127-3857865232-4200"
"CN=sshadmn-Administrators,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","sshadmn-Administrators","group","dd332b53-b09c-4afa-ab98-2d4489ed9462","sshadmn-Administrators","S-1-5-21-865322659-4255640127-3857865232-8421"
"CN=VP,OU=VP,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","VP","group","34334c53-9ba5-47b2-9341-97d70fe27548","VP","S-1-5-21-865322659-4255640127-3857865232-8430"
"CN=manager,OU=Tomcat-Roles,OU=NETWARE,OU=SERVERS,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","manager","group","031ca654-4358-479d-ae7b-e9cd3bf3d02c","manager","S-1-5-21-865322659-4255640127-3857865232-8390"
"CN=HSTA Office Software,OU=HSTA,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HSTA Office Software","group","243da15f-0869-487a-b09b-58c0a06c93de","HSTA Office Software","S-1-5-21-865322659-4255640127-3857865232-3263"
"CN=HSC MDTV,OU=Classroom Technology,OU=Support Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HSC MDTV","group","a5f2146d-bf2d-48fc-a0cc-caa0c159fd81","HSC MDTV","S-1-5-21-865322659-4255640127-3857865232-8378"
"CN=SONDEAN,OU=DEAN,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","SONDEAN","group","a20b6a74-6189-4d2b-8250-a0e42924e1a8","SONDEAN","S-1-5-21-865322659-4255640127-3857865232-8722"
"CN=$GUEST,OU=GUEST,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$GUEST","group","ced99a84-e23f-4cd7-aede-15ad721d9368","$GUEST","S-1-5-21-865322659-4255640127-3857865232-8649"
"CN=apchadmn-Administrators,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","apchadmn-Administrators","group","5300bb85-1221-4152-a686-4e27dcc12fa4","apchadmn-Administrators","S-1-5-21-865322659-4255640127-3857865232-8337"
"CN=HSC Dentistry,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HSC Dentistry","group","e453cb88-d380-446c-9be6-0aeb714c6e25","HSC Dentistry","S-1-5-21-865322659-4255640127-3857865232-6744"
"CN=$SON,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$SON","group","458cbb8c-381f-4d42-9095-cc485d435d35","$SON","S-1-5-21-865322659-4255640127-3857865232-8322"
"CN=$RESEARCH,OU=RESEARCH,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$RESEARCH","group","09221b8d-8879-4670-bf8e-5f6fc636aca8","$RESEARCH","S-1-5-21-865322659-4255640127-3857865232-8312"
"CN=$SODORTHO,OU=ORTHO,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$SODORTHO","group","2528e992-9de8-45de-a3ac-662bd949af8c","$SODORTHO","S-1-5-21-865322659-4255640127-3857865232-8320"
"CN=$SONDEAN,OU=DEAN,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$SONDEAN","group","d989829f-73fb-4614-96d4-3caf8cba333e","$SONDEAN","S-1-5-21-865322659-4255640127-3857865232-8323"
"CN=SPSS,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","SPSS","group","48db21a0-cd29-4307-9164-cae8d8a4c931","SPSS","S-1-5-21-865322659-4255640127-3857865232-8419"
"CN=HSC Visual Studio 2005,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HSC Visual Studio 2005","group","e2d69da7-5947-471f-bcf7-993a33ef141b","HSC Visual Studio 2005","S-1-5-21-865322659-4255640127-3857865232-8381"
"CN=HSC VPN,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HSC VPN","group","b491aea7-1064-4a53-89ce-2a5fd0cd1d6d","HSC VPN","S-1-5-21-865322659-4255640127-3857865232-8382"
"CN=$0_13,OU=0_13,OU=NETWARE,OU=SERVERS,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$0_13","group","61b516aa-df8c-4392-867f-6d390cf7c81e","$0_13","S-1-5-21-865322659-4255640127-3857865232-8628"
"CN=$MBRCC,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$MBRCC","group","a4c60ead-526b-4278-9689-6d1e7439f0ad","$MBRCC","S-1-5-21-865322659-4255640127-3857865232-8672"
"CN=$Extend,OU=Extend,OU=NETWARE,OU=SERVERS,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$Extend","group","efcd96ad-f50b-436d-9416-9074daded2c2","$Extend","S-1-5-21-865322659-4255640127-3857865232-8535"
"CN=HSC Central Receiving,OU=CENTREC,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HSC Central Receiving","group","9d7fe7ad-30f9-40d3-abc4-1b6d69e31cb8","HSC Central Receiving","S-1-5-21-865322659-4255640127-3857865232-8377"
"CN=RES,OU=RESEARCH,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","RES","group","858c67ae-a7d4-4e5a-bc3b-90e69822d693","RES","S-1-5-21-865322659-4255640127-3857865232-8411"
"CN=$TEST,OU=TEST,OU=NETWORK,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$TEST","group","65d677b3-67db-4b21-8c2d-ca895610a284","$TEST","S-1-5-21-865322659-4255640127-3857865232-8328"
"CN=MSDSS Admins,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","MSDSS Admins","group","11c534b5-f1a9-48bd-b002-3c8f4aca3e35","MSDSS Admins","S-1-5-21-865322659-4255640127-3857865232-8394"
"CN=ME,OU=ME,OU=FACIL,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","ME","group","3fe536b8-4179-4f2a-b475-db4eea36f7cf","ME","S-1-5-21-865322659-4255640127-3857865232-8391"
"CN=MediaSiteLive,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","MediaSiteLive","group","274a3eb8-03f4-4c54-89aa-966e28f6d737","MediaSiteLive","S-1-5-21-865322659-4255640127-3857865232-8392"
"CN=STUALUM,OU=STUALUM,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","STUALUM","group","25b5c1b8-5d2e-40c6-8afa-e3592dd60a70","STUALUM","S-1-5-21-865322659-4255640127-3857865232-8422"
"CN=WVUH Admins,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","WVUH Admins","group","d6e50cba-a4de-4076-9967-60655da53637","WVUH Admins","S-1-5-21-865322659-4255640127-3857865232-8790"
"CN=$SURGONC,OU=SURGONC,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$SURGONC","group","40708bbe-5d19-4f7b-99bf-bd9044dc1793","$SURGONC","S-1-5-21-865322659-4255640127-3857865232-8697"
"CN=$SECUR,OU=SECUR,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$SECUR","group","c57ebec0-fe4b-4d5e-9bf6-8534ba068bcf","$SECUR","S-1-5-21-865322659-4255640127-3857865232-8690"
"CN=$REEDPLAN,OU=REEDPLAN,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$REEDPLAN","group","4dbb1fcb-ff5c-47c2-bd62-a724ceea51da","$REEDPLAN","S-1-5-21-865322659-4255640127-3857865232-8686"
"CN=SON,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","SON","group","8cb763cc-140c-490c-bcc8-0e478425947c","SON","S-1-5-21-865322659-4255640127-3857865232-8416"
"CN=$SOD,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$SOD","group","7cc628dc-1cc4-43fd-a559-866b11aac9a1","$SOD","S-1-5-21-865322659-4255640127-3857865232-8318"
"CN=Legal,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Legal","group","7f0edbde-0aeb-45e8-9ed7-9d8aec160266","legal","S-1-5-21-865322659-4255640127-3857865232-8762"
"CN=Radius,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Radius","group","3e1b51e0-1885-4fc2-986e-c8bfac205b57","Radius","S-1-5-21-865322659-4255640127-3857865232-8778"
"CN=Enterprise Admin,CN=Users,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Enterprise Admin","group","60ed26e6-87fd-4c1c-88b3-0e33246d6691","Enterprise Admin","S-1-5-21-865322659-4255640127-3857865232-8365"
"CN=GRANTAPPS,OU=RESGRAD,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","GRANTAPPS","group","770ed9e7-3383-4231-983a-18ac51bfb24c","GRANTAPPS","S-1-5-21-865322659-4255640127-3857865232-8371"
"CN=HSC LC Cameras,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HSC LC Cameras","group","4a8df1e8-8393-4f3f-96e4-adc09ed61973","HSC LC Cameras","S-1-5-21-865322659-4255640127-3857865232-8743"
"CN=CIMDB,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","CIMDB","group","82d41ce9-807b-4222-9967-63ef32e9e18c","CIMDB","S-1-5-21-865322659-4255640127-3857865232-6718"
"CN=$SERVERS,OU=SERVERS,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","$SERVERS","group","31c4c2e9-9ba9-47b2-aad8-05c5c5c60376","$SERVERS","S-1-5-21-865322659-4255640127-3857865232-8692"
