"SamAccountName","ComputerName","ComputerCreationDate","ComputerChanged","OperatingSystem","OperatingSystemVersion","OperatingSystemServicePack","OperatingSystemHotfix","DistinguishedName"
"HS-PHARM-BF38$","HS-PHARM-BF38","2/11/2013 3:59:24 PM","10/13/2021 10:48:40 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HS-PHARM-BF38,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBEHM3C2D$","HSBEHM3C2D","8/26/2011 2:03:40 PM","10/13/2021 10:44:13 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=HSBEHM3C2D,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-UHS-7762$","HS-UHS-7762","12/20/2013 11:40:37 AM","10/13/2021 10:50:25 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HS-UHS-7762,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-SON-BC9B$","HSC-SON-BC9B","11/15/2011 8:07:28 AM","10/13/2021 10:45:32 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSC-SON-BC9B,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"JUPITER$","JUPITER","8/31/2009 6:25:05 PM","11/26/2021 11:35:36 AM","Windows Server 2012 R2 Standard","6.3 (9600)",,,"CN=JUPITER,OU=ITS Web Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEDEB1F$","HSCEDEB1F","12/10/2012 3:03:11 PM","10/13/2021 10:45:05 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSCEDEB1F,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"KSTEVENSON-PC$","KSTEVENSON-PC","8/25/2009 8:33:25 AM","10/13/2021 10:50:56 AM","Windows Vista™ Enterprise","6.0 (6002)","Service Pack 2",,"CN=KSTEVENSON-PC,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"WL-MONITOR$","WL-MONITOR","6/11/2014 11:31:42 AM","10/13/2021 10:53:46 AM","Windows 8 Enterprise N","6.2 (9200)",,,"CN=WL-MONITOR,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"VBURKE-PC$","VBURKE-PC","1/4/2011 2:12:14 PM","10/13/2021 10:53:28 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=VBURKE-PC,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMDTVA3FA$","HSMDTVA3FA","2/28/2014 10:01:38 AM","10/13/2021 10:47:09 AM","Windows 8.1 Enterprise","6.3 (9600)",,,"CN=HSMDTVA3FA,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCME1C9E$","HSCME1C9E","5/15/2014 1:05:11 PM","10/13/2021 10:45:32 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSCME1C9E,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"opal$","opal","12/11/2014 3:53:38 PM","7/29/2019 3:24:08 PM",,,,,"CN=opal,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOBGYN17F8$","HSOBGYN17F8","7/9/2013 1:50:15 PM","10/13/2021 10:47:55 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSOBGYN17F8,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOD-SRMYLES$","sod-srmyles","8/5/2014 9:19:24 AM","10/13/2021 10:52:58 AM","Windows 8.1 Pro","6.3 (9600)",,,"CN=sod-srmyles,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SPH-KLVALCIK$","sph-klvalcik","8/6/2014 10:08:57 AM","10/13/2021 10:53:13 AM","Windows 8.1 Pro","6.3 (9600)",,,"CN=sph-klvalcik,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU6547YY1$","CWVU6547YY1","1/3/2014 9:39:53 AM","9/1/2021 11:45:11 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=CWVU6547YY1,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"LLROTH-YOGA$","llroth-yoga","9/18/2014 3:29:32 PM","10/13/2021 10:50:56 AM","Windows 8.1 Pro","6.3 (9600)",,,"CN=llroth-yoga,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU838WY12$","CWVU838WY12","7/29/2014 9:23:34 AM","12/2/2021 3:34:51 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=CWVU838WY12,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SPH-OBSAMUEL$","sph-obsamuel","8/5/2014 3:13:45 PM","10/13/2021 10:53:13 AM","Windows 8.1 Pro","6.3 (9600)",,,"CN=sph-obsamuel,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-WVUCPRC-0C67$","HS-WVUCPRC-0C67","4/18/2013 9:41:11 AM","10/13/2021 10:50:40 AM","Windows 8.1 Pro","6.3 (9600)",,,"CN=HS-WVUCPRC-0C67,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU4MQ49Z1$","CWVU4MQ49Z1","11/12/2013 9:31:15 AM","12/9/2021 12:52:47 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=CWVU4MQ49Z1,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOD-KLWEIKLE$","sod-klweikle","8/5/2014 10:30:20 AM","10/13/2021 10:52:43 AM","Windows 8.1 Pro","6.3 (9600)",,,"CN=sod-klweikle,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOD-CLMORGAN$","sod-clmorgan","8/5/2014 8:51:02 AM","10/13/2021 10:52:37 AM","Windows 8.1 Pro","6.3 (9600)",,,"CN=sod-clmorgan,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOD-HCURREY1$","sod-hcurrey1","8/4/2014 1:18:46 PM","10/13/2021 10:52:43 AM","Windows 8.1 Pro","6.3 (9600)",,,"CN=sod-hcurrey1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPHTMD-YG$","HSSPHTMD-YG","8/14/2014 9:11:17 AM","10/13/2021 10:50:25 AM","Windows 8.1 Pro","6.3 (9600)",,,"CN=HSSPHTMD-YG,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SPH-SMDAILY$","sph-smdaily","8/6/2014 1:37:57 PM","10/13/2021 10:53:13 AM","Windows 8.1 Pro","6.3 (9600)",,,"CN=sph-smdaily,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOD-ACAIN1$","sod-acain1","7/30/2014 1:23:33 PM","10/13/2021 10:52:31 AM","Windows 8.1 Pro","6.3 (9600)",,,"CN=sod-acain1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPSP2085$","HSPSP2085","11/13/2013 12:46:54 PM","10/13/2021 10:48:40 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSPSP2085,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSCCM$","HSSCCM","1/2/2014 2:32:14 PM","12/9/2021 7:30:14 AM","Windows Server 2012 R2 Standard","6.3 (9600)",,,"CN=HSSCCM,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICRO292C$","HSMICRO292C","9/17/2014 9:40:09 AM","6/29/2021 9:32:08 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSMICRO292C,OU=General,OU=Microbiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SPH-PARKER-BH$","SPH-PARKER-BH","8/6/2014 12:56:49 PM","10/13/2021 10:53:13 AM","Windows 8.1 Pro","6.3 (9600)",,,"CN=SPH-PARKER-BH,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SCCM2$","HS-SCCM2","1/3/2014 11:32:57 AM","12/1/2021 5:56:23 AM","Windows Server 2012 R2 Standard","6.3 (9600)",,,"CN=HS-SCCM2,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOD-SDGORDON$","SOD-SDGORDON","7/30/2014 12:34:26 PM","10/13/2021 10:52:58 AM","Windows 8.1 Pro","6.3 (9600)",,,"CN=SOD-SDGORDON,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOD-KLPITCHOK$","sod-klpitchok","8/4/2014 8:07:09 AM","10/13/2021 10:52:43 AM","Windows 8.1 Pro","6.3 (9600)",,,"CN=sod-klpitchok,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOD-KNBAILEY$","sod-knbailey","8/4/2014 11:22:22 AM","10/13/2021 10:52:43 AM","Windows 10 Pro","10.0 (10586)",,,"CN=sod-knbailey,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSNEURO24E3$","HSNEURO24E3","1/18/2012 2:44:30 PM","10/13/2021 10:47:39 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSNEURO24E3,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITS-IPE1$","ITS-IPE1","8/12/2013 10:38:21 AM","7/29/2019 3:24:08 PM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=ITS-IPE1,OU=ETRU Classrooms,OU=Student,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSSERVA7BE$","HSSSERVA7BE","10/8/2013 12:01:05 PM","10/13/2021 10:50:25 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=HSSSERVA7BE,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H52029$","H52029","4/15/2014 9:27:54 AM","3/18/2020 4:06:06 PM","Windows 10 Enterprise","10.0 (18362)",,,"CN=H52029,OU=Emergency Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"NGEAR-CTRU$","NGEAR-CTRU","6/18/2010 9:38:25 AM","10/13/2021 10:51:49 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=NGEAR-CTRU,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SPH-3830DSK3$","HS-SPH-3830DSK3","2/19/2013 3:42:47 PM","10/13/2021 10:50:10 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HS-SPH-3830DSK3,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PRAYLPC$","PRAYLPC","4/29/2010 9:02:44 AM","10/13/2021 10:52:10 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=PRAYLPC,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSFINANCEBC1E$","HSFINANCEBC1E","3/23/2012 9:46:08 AM","10/13/2021 10:46:34 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=HSFINANCEBC1E,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-BEHM-C7FD$","HS-BEHM-C7FD","6/14/2012 8:43:55 AM","10/13/2021 10:44:29 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HS-BEHM-C7FD,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSDEVFB03$","HSDEVFB03","1/29/2015 2:55:39 PM","10/13/2021 10:46:04 AM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HSDEVFB03,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSVP04EB$","HSVP04EB","1/25/2013 2:47:56 PM","10/13/2021 10:50:25 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=HSVP04EB,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-ANIMQ-03C4$","HSC-ANIMQ-03C4","6/7/2010 11:58:32 AM","10/13/2021 10:44:44 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=HSC-ANIMQ-03C4,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICRO5788$","HSMICRO5788","12/11/2014 4:01:32 PM","12/6/2021 4:03:25 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSMICRO5788,OU=General,OU=Microbiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEMMEDDB78$","HSCEMMEDDB78","8/17/2011 1:51:50 PM","10/13/2021 10:45:17 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSCEMMEDDB78,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEMMED7D58$","HSCEMMED7D58","6/13/2011 11:32:04 AM","10/13/2021 10:45:17 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSCEMMED7D58,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEMMED3B9A$","HSCEMMED3B9A","1/17/2013 11:40:15 AM","10/13/2021 10:45:17 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSCEMMED3B9A,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSDEVC1A5$","HSDEVC1A5","9/5/2014 3:08:10 PM","10/13/2021 10:46:04 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSDEVC1A5,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH8561$","HSSPH8561","9/9/2014 9:27:42 AM","10/13/2021 10:50:10 AM","Windows 8.1 Enterprise","6.3 (9600)",,,"CN=HSSPH8561,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SSTONEKING-PC$","SSTONEKING-PC","7/23/2009 1:24:53 PM","10/13/2021 10:53:28 AM","Windows Vista™ Enterprise","6.0 (6002)","Service Pack 2",,"CN=SSTONEKING-PC,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"LGIBSON2$","LGIBSON2","7/11/2011 12:01:44 PM","10/13/2021 10:50:56 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=LGIBSON2,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED211$","HSCED211","8/17/2012 8:33:46 AM","10/13/2021 10:44:59 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=HSCED211,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PUGACHEVALAB13$","PUGACHEVALAB13","9/15/2010 10:48:03 AM","10/13/2021 10:52:10 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=PUGACHEVALAB13,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-SOP-9B9C$","HSC-SOP-9B9C","10/22/2012 8:51:40 AM","10/13/2021 10:45:49 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSC-SOP-9B9C,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OBGYN-THINK$","OBGYN-THINK","1/18/2013 2:08:23 PM","10/13/2021 10:51:49 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=OBGYN-THINK,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSNEURO19A6$","HSNEURO19A6","3/10/2014 8:39:57 AM","10/13/2021 10:47:39 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSNEURO19A6,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"LSA-PC$","LSA-PC","7/2/2014 2:26:21 PM","10/13/2021 10:50:56 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=LSA-PC,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H52846$","H52846","9/15/2014 2:19:32 PM","12/2/2021 12:59:46 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=H52846,OU=Ortho,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOM-NEURO-RW$","SOM-NEURO-RW","8/27/2014 9:06:04 AM","10/13/2021 10:52:58 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=SOM-NEURO-RW,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-RESGRAD-7D24$","HS-RESGRAD-7D24","8/18/2011 1:41:40 PM","10/13/2021 10:48:46 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=HS-RESGRAD-7D24,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMED5842$","HSMED5842","8/11/2011 4:22:31 PM","10/13/2021 10:47:24 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSMED5842,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SPH-3801DSK3$","HS-SPH-3801DSK3","2/18/2011 11:08:09 AM","7/29/2019 3:24:08 PM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=HS-SPH-3801DSK3,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBEHM3500$","HSBEHM3500","7/12/2012 9:10:25 AM","10/13/2021 10:44:13 AM","Windows 7 Enterprise","6.1 (7600)",,,"CN=HSBEHM3500,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H50852$","H50852","4/28/2014 3:03:08 PM","12/9/2021 5:19:30 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=H50852,OU=Emergency Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSITSCC81$","HSITSCC81","2/6/2014 1:21:26 PM","12/2/2021 4:28:09 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSITSCC81,OU=Helpdesk,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCCBPC3$","MBRCCBPC3","4/23/2014 11:08:43 AM","10/13/2021 10:51:13 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=MBRCCBPC3,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-PT-5795$","HS-PT-5795","9/14/2011 3:04:37 PM","10/13/2021 10:48:40 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=HS-PT-5795,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSDEVELC1FD$","HSDEVELC1FD","5/3/2012 2:38:24 PM","10/13/2021 10:46:04 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=HSDEVELC1FD,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"NURSING-LAPTOP$","NURSING-LAPTOP","10/31/2012 1:44:44 PM","10/13/2021 10:51:49 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=NURSING-LAPTOP,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"WOODRUM-THINK$","WOODRUM-THINK","2/25/2015 11:07:52 AM","10/13/2021 10:53:46 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=WOODRUM-THINK,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBEHM848A9$","HSBEHM848A9","1/2/2013 4:01:35 PM","10/13/2021 10:44:29 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSBEHM848A9,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"LANA-YOHO-PC$","LANA-YOHO-PC","8/5/2011 10:42:07 AM","10/13/2021 10:50:56 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=LANA-YOHO-PC,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPHARM5090$","HSPHARM5090","12/3/2014 1:20:22 PM","10/13/2021 10:48:40 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSPHARM5090,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSHAPYB528$","HSHAPYB528","7/31/2014 11:42:48 AM","10/13/2021 10:46:34 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSHAPYB528,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSDEV9FDB$","HSDEV9FDB","3/2/2015 5:16:18 PM","10/13/2021 10:46:04 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSDEV9FDB,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SOM-16EE$","HS-SOM-16EE","6/14/2012 10:12:10 AM","10/13/2021 10:49:01 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=HS-SOM-16EE,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSDEVFF76$","HSDEVFF76","5/20/2014 9:20:45 AM","12/8/2021 9:01:04 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSDEVFF76,OU=Development,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSDEVEE3C$","HSDEVEE3C","5/19/2014 4:28:57 PM","12/2/2021 7:08:09 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSDEVEE3C,OU=Development,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSDEV01BD$","HSDEV01BD","5/19/2014 4:29:33 PM","10/13/2021 10:46:04 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSDEV01BD,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"WVUPC6CW9PL1$","WVUPC6CW9PL1","3/29/2010 3:51:27 PM","10/13/2021 10:53:46 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=WVUPC6CW9PL1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-FACIL-TCE$","HSC-FACIL-TCE","12/17/2014 2:05:45 PM","12/4/2021 12:34:58 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSC-FACIL-TCE,OU=Facilities,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"VEVO-138$","VEVO-138","1/13/2011 11:20:58 AM","10/13/2021 10:53:28 AM","Windows Vista™ Business","6.0 (6002)","Service Pack 2",,"CN=VEVO-138,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SPH-3801DSK4$","HS-SPH-3801DSK4","2/15/2011 4:58:12 PM","7/29/2019 3:24:10 PM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=HS-SPH-3801DSK4,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SPH-3801DSK2$","HS-SPH-3801DSK2","2/17/2011 2:52:28 PM","7/29/2019 3:24:10 PM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=HS-SPH-3801DSK2,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-BMED-AC0E$","HS-BMED-AC0E","2/18/2015 4:13:12 PM","10/13/2021 10:44:29 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HS-BMED-AC0E,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSVP8EA7$","HSVP8EA7","6/30/2014 8:32:01 AM","10/13/2021 10:50:25 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSVP8EA7,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSHCOP970C$","HSHCOP970C","1/27/2015 1:53:37 PM","10/13/2021 10:46:34 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSHCOP970C,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-ANIMQ-84C8$","HSC-ANIMQ-84C8","7/18/2012 2:49:35 PM","10/13/2021 10:44:44 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSC-ANIMQ-84C8,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HELPDES-RFK0XS6$","HELPDES-RFK0XS6","10/4/2011 8:32:38 AM","10/13/2021 10:44:13 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HELPDES-RFK0XS6,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-HSTAEVALUATI$","HS-HSTAEVALUATI","3/13/2015 1:59:30 PM","10/13/2021 10:46:49 AM","Windows 8.1 Pro","6.3 (9600)",,,"CN=HS-HSTAEVALUATI,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SPH-3801DSK1$","HS-SPH-3801DSK1","2/17/2011 2:52:36 PM","7/29/2019 3:24:10 PM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=HS-SPH-3801DSK1,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
