"GroupName","SamAccountName","GroupCount"
"NHANESRW","NHANESRW","5"
"Biochem Personnel Files Group","Biochem Personnel Files Group","3"
"1120-minoltac368 Group","1120-minoltac368 Group","18"
"Residency Program Folder Group","Residency Program Folder Group","5"
"OBGYN ADMIN Scheduling","OBGYN ADMIN Scheduling","5"
"OBGYN ADMIN Recruitment","OBGYN ADMIN Recruitment","4"
"6700e-minolta-c3100p Group","6700e-minolta-c3100p Group","2"
"Brown-Share Group","Brown-Share Group","19"
"HSC Admin Share Traverse Group","HSC Admin Share Traverse Group","Error Getting Group Count"
"HSC BRNI Share Traverse Group","HSC BRNI Share Traverse Group","1"
"HSC Pathology Share Traverse Group","HSC Pathology Share Traverse Group","Error Getting Group Count"
"HSC CM2012 DP Servers","HSC CM2012 DP Servers","6"
"HSC CM2012 Out of Band Management Controllers","HSC CM2012 Out of Band Management Controllers","1"
"HSC CM2012 IIS Servers","HSC CM2012 IIS Servers","7"
"HSC CM2012 Site Servers","HSC CM2012 Site Servers","1"
"Lee Pyles Shared Folder","Lee Pyles Shared Folder","2"
"8707a-hplj-m177fw Group","8707a-hplj-m177fw Group","1"
"erma1-hplj-m252dw Printer Group","erma1-hplj-m252dw Printer Group","8"
"2095-minoltac452 Group","2095-minoltac452 Group","75"
"WVUH App-VarianEclipse","WVUH App-VarianEclipse","10"
"BMEDSAS Group","BMEDSAS Group","2"
"Global Health Program Group","Global Health Program Group","5"
"HSC Pathology Secure Share","HSC Pathology Secure Share","32"
"Projects Folder Group","Projects Folder Group","3"
"HSC Globus Online","HSC Globus Online","5"
"g270-hplj-m750","g270-hplj-m750","7"
"Rotating Database Group","Rotating Database Group","Error Getting Group Count"
"woodrum-ross folders","woodrum-ross folders","1"
"g281a-bizhub350","g281a-bizhub350","3"
"7323-ricoh Group","7323-ricoh Group","12"
"HSC Citrix RDP Group","HSC Citrix RDP Group","0"
"QOLI-RO","QOLI-RO","2"
"HSC SOP EXPlearning Share Group","HSC SOP EXPlearning Share Group","8"
"HSC MED MGP Drive Mapping","HSC MED MGP Drive Mapping","1"
"MBAMRUGrp","MBAMRUGrp","3"
"ERMA-minoltac364 Group","ERMA-minoltac364 Group","13"
"G290-HPLJ5SIMX Group","G290-HPLJ5SIMX","0"
"1635-hp-2055dn Group","1635-hp-2055dn Group","3"
"HSC Microbiology CSC","HSC Microbiology CSC","3"
"ITSWeb Admins","ITSWeb Admins","5"
"HSC BEHMED CSC","HSC BEHMED CSC","1"
"HSC Physiology CSC","HSC Physiology CSC","3"
"HSC MBRCC CSC","HSC MBRCC CSC","2"
"HSC Pathology CSC","HSC Pathology CSC","2"
"HSC Urology CSC","HSC Urology CSC","1"
"HSC WVCTSI CSC","HSC WVCTSI CSC","0"
"HSC RDTP CSC","HSC RDTP CSC","6"
"HSC Surgery CSC","HSC Surgery CSC","1"
"HSC SON CSC","HSC SON CSC","1"
"HSC STEPS CSC","HSC STEPS CSC","1"
"HSC Anatomy CSC","HSC Anatomy CSC","2"
"HSC BEHADPH CSC","HSC BEHADPH CSC","0"
"HSC Radiology CSC","HSC Radiology CSC","Error Getting Group Count"
"HSC Ortho CSC","HSC Ortho CSC","1"
"HSC MBAM Compliance and Audit Group RW","HSC MBAM Compliance and Audit Group RW","3"
"HSC MBAM Reporting RO","HSC MBAM Reporting RO","1"
"Unused Folder Share","Unused Folder Share","0"
"brni-150-hp2055dn Group","brni-150-hp2055dn Group","4"
"HS Backup Admins","HS Backup Admins","2"
"Blue Box Group","Blue Box Group","4"
"Microbiology Budget Group","Microbiology Budget Group","8"
"Nessus Internal","Nessus Internal","1"
"TS Admins","TS Admins","3"
"hs-its-ad-admins","hs-its-ad-admins","4"
"8707-hpcm1415 Group","8707-hpcm1415 Group","0"
"Clinical Research Resources","Clinical Research Resources","Error Getting Group Count"
"Clinical Research Resources Dietz","Clinical Research Resources Dietz","18"
"Clinical Research Resources Frye","Clinical Research Resources Frye","6"
"Clinical Research Resources Ryu","Clinical Research Resources Ryu","3"
"Clinical Research Resources Lindsey","Clinical Research Resources Lindsey","5"
"ENT Graduated Resident Files Group","ENT Graduated Resident Files Group","4"
"Tseytlin Lab Group","Tseytlin Lab Group","3"
"BRIM3 Data Share","BRIM3 Data Share","3"
"SOM Bariatric Nutrition Research Share Group","SOM Bariatrics Nutrition Research Share Group","5"
"HSC SPH Papers and Associated Documents Group","HSC SPH Papers and Associated Documents Group","2"
"Pediatrics Genetics DB Group","Pediatrics Genetics DB Group","8"
"8701-minolta-c3110 Group","8701-minolta-c3110 Group","19"
"1136c-minolta-c258 Group","1136c-minolta-c258 Group","11"
"8707h-minolta-c3110 Group","8707h-minolta-c3110 Group","6"
"Citrix-RiskMgmt Group","Citrix-RiskMgmt Group","4"
"Facil Budget Reports","Facil Budget Reports","2"
"Roth-Barnes Share","Roth-Barnes Share","2"
"$chscmgmt","$chscmgmt","10"
"Kelly Lab","Kelly Lab","6"
"MBRCC eNews Editors","MBRCC eNews Editors","4"
"Leonardi Lab Group","Leonardi Lab Group","8"
"Server Firewall Group","Server Firewall Group","102"
"Biochem Payroll group","Biochem Payroll group","4"
"CV Group","CV Group","3"
"Dept DataBase Group","Dept DataBase Group","3"
"4076a-minolta-c224e Group","4076a-minolta-c224e Group","Error Getting Group Count"
"CPRC Printers with default","CPRC Printers with default","1"
"EMMED Conference Room PC Group","EMMED Conference Room PC Group","0"
"Surgery Conference Room PC Group","Surgery Conference Room PC Group","0"
"Managed Host File Computer Group","Managed Host File Computer Group","0"
"Hazlehurst Lab","Hazlehurst Lab","11"
"5615-Brother-hl2270dw group","5615-Brother-hl2270dw group","5"
"ced-hp-Z5200","ced-hp-Z5200","0"
"MBRCC Hemonc NPs","MBRCC Hemonc NPs","5"
"MBRCC Hemonc PAs","MBRCC Hemonc PAs","2"
"MBRCC Hemonc PharmD","MBRCC Hemonc PharmD","1"
"MBRCC Hemonc Faculty","MBRCC Hemonc Faculty","16"
"Hemonc","Hemonc","20"
"3603-lext630 Group","3603-lext630 Group","0"
"3603-minolta Group","3603-minolta","0"
"SOP White Coat Sponsorship Group","SOP White Coat Sponsorship Group","5"
"MBRCC Research Share","MBRCC Research Share","0"
"Truven Data Share Group","Truven Data Share Group","1"
"Klinke Lab Share","Klinke Lab Share","2"
"1712-2055dn Group","1712-2055dn Group","1"
"Netmon Users","Netmon Users","2"
"SOM MED Employee List Read Only","SOM MED Employee List Read Only","1"
"SPH Database Admins","SPH Database Admins","0"
"SPH Conflict","SPH Conflict","2"
"SPH Marketing Group","SPH Marketing Group","4"
"SOM HouseStaff Resident Rotation Schedules Group","SOM HouseStaff Resident Rotation Schedules Group","2"
"b112-hp1320n","b112-hp1320n","0"
"MBRCC Hemonc Fellows","MBRCC Hemonc Fellows","4"
"ggismondi Group","ggismondi Group","0"
"HRSRW","HRSRW","4"
"d_study_QA_m","d_study_QA_m","1"
"icrc-minolta-c3100 Group","icrc-minolta-c3100 Group","2"
"HSC RDTP MTM","HSC RDTP MTM","1"
"HSC SGD Computer Group","HSC SGD Computer Group","455"
"HSC EMMED PC BILLERS","HSC EMMED PC BILLERS","0"
"BRNI Diagnostic Data Group","BRNI Diagnostic Data Group","5"
"HSC WVSTEPS CPX","HSC WVSTEPS CPX","6"
"BRNI DAG Data Group","BRNI DAG Data Group","5"
"University Relations Share","University Relations Share","6"
"3601-Minolta-C3100P Group","3601-Minolta-C3100P Group","4"
"3601-hp3005n Group","3601-hp3005n Group","0"
"$IEC","$IEC","2"
"IEC","IEC","1"
"HSC WVUCPRC CSC","HSC WVUCPRC CSC","3"
"5702-minolta-c258 Group","5702-minolta-c258","17"
"1255-minolta-c258 group","1255-minolta-c258 group","8"
"3678-minolta-c3100p group","3678-minolta-c3100p group","13"
"Clinical Research Resources France","Clinical Research Resources France","8"
"Clinical Research Resources Bramer","Clinical Research Resources Bramer","4"
"Clinical Research Resources Watkins","Clinical Research Resources Watkins","4"
"DMSmithLab RO","DMSmithLab RO","0"
"DMSmithLab RW","DMSmithLab RW","13"
"HSC Behavior Medicine Bariaware Share Group","HSC Behavior Medicine Bariaware Share Group","1"
"WVSTEPS Classroom Share Group","WVSTEPS Classroom Share Group","115"
"AMIF RO","AMIF RO","0"
"AMIF RW","AMIF RW","0"
"Otolaryngology Library Share Group","Otolaryngology Library Share Group","9"
"HSC OTOL All Shares Group","HSC OTOL All Shares Group","2"
"SOD Clinic Accounts All","SOD Clinic Accounts All","544"
"MBRCC_ALL_Labs","MBRCC_ALL_Labs","23"
"MBAMHelpDsk","MBAMHelpDsk","19"
"CTSA WVSOM","CTSA WVSOM","0"
"CTSA MARSHALL","CTSA MARSHALL","0"
"erma2-204-bro-9440 Group","erma2-204-bro-9440 Group","0"
"CTSA CAMC","CTSA CAMC","0"
"g111-hp2025dn Group","g111-hp2025dn Group","1"
"G290-hpcp4025 Group","G290-hpcp4025 Group","11"
"Ortho MOP Group","Ortho MOP Group","17"
"Ortho Tertiary Group","Ortho Tertiary Group","5"
"Ortho Fragility Group","Ortho Fragility Group","6"
"MBRCC My Docs Redirect Reslab","MBRCC My Docs Redirect Reslab","7"
"MBRCC Labs Traverse","MBRCC Labs Traverse","4"
"QOLI-RW","QOLI-RW","1"
"HSC AD Connect","HSC AD Connect","1"
"SPH Share Traverse Group","SPH Share Traverse Group","2"
"erma-g102-minolta-4700p group","erma-g102-minolta-4700p group","9"
"Resident Administration","Resident Administration","13"
"INBRE Share Group","INBRE Share Group","3"
"Bariatrics Share Group","Bariatrics Share Group","3"
"MIF-AMIF Share Traverse","MIF-AMIF Share Traverse","1"
"1191-minolta-c224e group","1191-minolta-c224e group","10"
"3145-minolta-c3110 group","3145-minolta-c3110 group","1"
"SOD MiPACS Patient Updater Group","SOD MiPACS Patient Updater Group","1"
"ermag-128-minolta-c364e Group","ermag-128-minolta-c364e Group","18"
"Addiction Services Share Read Only Group","Addiction Services Share Read Only Group","9"
"4612-minolta-c3110 group","4612-minolta-c3110 group","6"
"HSC Imaging Facility and Labs Power Management","HSC Imaging Facility and Labs Power Management","25"
"TissueBank students","TissueBank students","4"
"Genetic Testing Share Group","Genetic Testing Share Group","9"
"COHRA Database Group","COHRA Database Group","8"
"Faculty and Staff Travel - Dean's Office Funding Share Group","Faculty and Staff Travel - Dean's Office Funding Share Group","7"
"FOIA","FOIA","0"
"2041-minolta-3110 Group","2041-minolta-3110 Group","2"
"Subject Information RW Group","Subject Information RW Group","0"
"d_study_Monitoring_Correspondence_m","d_study_Monitoring_Correspondence_m","3"
"d_study_Monitoring_Correspondence_r","d_study_Monitoring_Correspondence_r","1"
"d_study_Monitoring_Correspondence_o","d_study_Monitoring_Correspondence_o","3"
"HSC WVSTEPS Access Group","HSC WVSTEPS Access Group","1"
"WVSTEPS Fiscal Reports Share Group","WVSTEPS Fiscal Reports Share Group","3"
"Pharmacy Lab Printing","Pharmacy Lab Printing","0"
"John Barnett Shared Files Group","John Barnett Shared Files Group","0"
"LC Admins","LC Admins","0"
"Dentistry Faculty","Dentistry Faculty","0"
"IRAP","IRAP","0"
"$IRAP","$IRAP","0"
"Dentistry Endo Residents","Dentistry Endo Residents","0"
"Dentistry Resource Room","Dentistry Resource Room","0"
"Dentistry Residents","Dentistry Residents","0"
"DPM Share Student Group","DPM Share Student Group","21"
"DPM Misra Share Group","DPM Misra Share Group","0"
"WVUH App-GMHRDP","WVUH App-GMHRDP","20"
"8604-hp-m127fn","8604-hp-m127fn","1"
"MBRCC_ACS_Pilot_Subs","MBRCC_ACS_Pilot_Subs","17"
"ced-216-minolta-c3110 Group","ced-216-minolta-c3110 Group","2"
"ced-343-minolta-c3110 Group","ced-343-minolta-c3110 Group","2"
"4061-minolta-c258 Group","4061-minolta-c258 Group","24"
"brother-4096 Group","brother-4096","0"
"WVUH UV Card","WVUH UV Card","26"
"4028-hp4014n Group","4028-hp4014n Group","0"
"g174-hp3600 Group","g174-hp3600 Group","0"
"3831b-hp3600n","3831b-hp3600n","8"
"MARKETSCANRW","MARKETSCANRW","2"
"WVUH UV Card Advanced","WVUH UV Card Advanced","0"
"TestCHSC","TestCHSC","0"
"TestCPRC","TestCPRC","0"
"TestHSC","TestHSC","0"
"TestRDTP","TestRDTP","0"
"RDTP Users","RDTP Users","47"
"RDTP Publishing Authors","RDTP Publishing Authors","11"
"rdtp-bizhub224e Group","rdtp-bizhub224e Group","5"
"SOD IT Share Group","SOD IT Share Group","3"
"Mercer-Hollar Share Group","Mercer-Hollar Share Group","7"
"BlueBox Share Group","BlueBox Share Group","4"
"MIF Lab PC","MIF Lab PC","24"
"ENT Grant Mgr Share","ENT Grant Mgr Share","0"
"SCCM CSC Application Deployment","SCCM CSC Application Deployment","0"
"SEMPP Pain Group","SEMPP Pain Group","Error Getting Group Count"
"OBGYN Share Traverse Group","OBGYN Share Traverse Group","1"
"HSC SOM Share Traverse Group","HSC SOM Share Traverse Group","7"
"$Web Services Group","$Web Services Group","4"
"$Database and Application Development Services Group","$Database and Application Development Services Group","10"
"$Application and Web Services Group","$Application and Web Services Group","5"
"$GRADS","$GRADS","0"
"$Training and Consulting Services Group","$Training and Consulting Services Group","2"
"Cblc","Cblc","2"
"$Support Services Group","$Support Services Group","0"
"4074-minolta-4700p Group","4074-minolta-4700p Group","2"
"HSC IPE Share Group","HSC IPE Share Group","4"
"SON IPE Share","SON IPE Share","3"
"1409-ricoh Group","1409-ricoh Group","3"
"HSC Citrix SPSS","HSC Citrix SPSS","0"
"TBI Scans Group","TBI Scans Group","3"
"RDTP Group","RDTP Group","30"
"MicroTeaching","MicroTeaching","5"
"Erma2-minolta-c3110 Group","Erma2-minolta-c3110 Group","2"
"HSC Radiation Oncology CSC","HSC Radiation Oncology CSC","1"
"cprc-infoblox","cprc-infoblox","0"
"Stoilov Lab Group","Stoilov Lab Group","3"
"Lindsey Lab","Lindsey Lab","2"
"HS CTSI VDI Admin Group","HS CTSI VDI Admin Group","6"
"MBRCC Grants Read-Only","MBRCC Grants Read-Only","2"
"HSC Facilities ME Archive","HSC Facilities ME Archive","3"
"SSOMModalUsers","SSOMModalUsers","19"
"BMED Yoga Study Group","BMED Yoga Study Group","3"
"SoP Scholarships & Awards Convocation Group","SoP Scholarships & Awards Convocation Group","2"
"CED WVATS Group","CED WVATS Group","5"
"HSC MobileIron Group","HSC MobileIron Group","0"
"HSC CM2012 Enroll Mac Certificates","HSC CM2012 Enroll Mac Certificates","3"
"Pathology FTP Group","Pathology FTP Group","0"
"PRC Group","PRC Group","13"
"HSC SPH Public Share External Users","HSC SPH Public Share External Users","36"
"Schafer-Franko Lab","Schafer-Franko Lab","14"
"HSC PEDS Cardiology Outreach Share","HSC PEDS Cardiology Outreach Share","2"
"SOD Students 2019","SOD Students 2019","48"
"BASSCI Share Traverse Group","BASSCI Share Traverse Group","8"
"Anat Share Traverse Group","Anat Share Traverse Group","2"
"MBRCC My Docs Redirect CPC","MBRCC My Docs Redirect CPC","10"
"g281b-lex-c510 Group","g281b-lex-c510","0"
"ID Finder Scan Files Share","ID Finder Scan Files Share","4"
"IT_store Share Group","IT_store Share Group","6"
"HSC SPH MSEEL Share Group","HSC SPH MSEEL Share Group","2"
"MBRCC AOE Committee","MBRCC AOE Committee","5"
"Worldox Computers","Worldox Computers","0"
"shared","shared1","0"
"HS CTSI VDI FTP Group","HS CTSI VDI FTP Group","3"
"1000-minolta-4700p-card Group","1000-minolta-4700p-card Group","4"
"1000-minolta-4700p-paper Group","1000-minolta-4700p-paper Group","8"
"HSC EMMED ERAS","HSC EMMED ERAS","0"
"8707c-minolta-c3110 Group","8707c-minolta-c3110 Group","6"
"HS CTSI VDI Research Files Upload Group","HS CTSI VDI Research Files Upload Group","1"
"HSC Desktop Support Admins","HSC Desktop Support Admins","28"
"HR WVUH data share group","HR WVUH data share group","0"
"PROMIS RW group","PROMIS RW group","2"
"PROMIS RO Group","PROMIS RO Group","3"
"4060-minolta-4700p Group","4060-minolta-4700p Group","24"
"C8 Secure Share Database Only Group","C8 Secure Share Database Only Group","1"
"EXPH Grants RW Group","EXPH Grants RW Group","9"
"PT OT File RW Sharing Group","PT OT File RW Sharing Group","8"
"Dentistry Supply Store","Dentistry Supply Store","0"
"DisabledRDPFolders","DisabledRDPFolders","0"
"HS Citrix Users","HS Citrix Users","52"
"icrc-28--minoltac3110 Group","icrc-28--minoltac3110 Group","9"
"Windows Updates Exceptions Computer Group","Windows Updates Exceptions Computer Group","11"
"g229f-minolta-c3110p Group","g229f-minolta-c3110p Group","1"
"HSC Axium Admin Group","HSC Axium Admin Group","1"
"SoP Development RW Group","SoP Development RW Group","5"
"HSC Palo Alto Decrypted Group","HSC Palo Alto Decrypted Group","2"
"Du Lab RW Group","Du Lab RW Group","8"
"Du Lab Read Only group","Du Lab Read Only group","1"
"HSC Citrix File Explorer","HSC Citrix File Explorer","248"
"rni1-minolta-c368 Group","rni1-minolta-c368 Group","Error Getting Group Count"
"Pharmacy PR Share Group","Pharmacy PR Share Group","2"
"SOP Share Traverse Group","SOP Share Traverse Group","7"
"HS Protected Data Users Screensaver Group","HS Protected Data Users Screensaver Group","0"
"SSH Decrypted Group","SSH Decrypted Group","3"
"8322-minolta-c3100p Group","8322-minolta-c3100p Group","58"
"Dentistry Clinical","Dentistry Clinical","1"
"1200-minolta-c3110 Group","1200-minolta-c3110 Group","8"
"SOD HSC Acedemic Affairs Share","SOD HSC Acedemic Affairs Share","6"
"SOD Clinical Admin Share","SOD Clinical Admin Share","10"
"SOD Admissions Share","SOD Admissions Share","4"
"SOD Dental Hygiene Share","SOD Dental Hygiene Share","4"
"SOD Diagnostic Services Share","SOD Diagnostic Services Share","4"
"SOD Endodontics Share","SOD Endodontics Share","4"
"SOD Oral Surgery Share","SOD Oral Surgery Share","5"
"SOD Orthodontics Share","SOD Orthodontics Share","5"
"SOD Pediatrics Share","SOD Pediatrics Share","8"
"SOD Restorative Dentistry Share","SOD Restorative Dentistry Share","4"
"SOD Periodontics Share","SOD Periodontics Share","5"
"SOD Research Share","SOD Research Share","4"
"SOD Rural Health Share","SOD Rural Health Share","6"
"SOD Supply Store Share","SOD Supply Store Share","3"
"SOD Development Share","SOD Development Share","3"
"SOD Departments Share","SOD Departments Share","12"
"4520-hp4250 Group","4520-hp4250 Group","1"
"erma2-minolta-4700p Group","erma2-minolta-4700p Group","2"
"DevelopmentPGY3 RW Group","DevelopmentPGY3 RW Group","1"
"2225-minolta-c224e Group","2225-minolta-c224e Group","23"
"1077-dell-3110cn Group","1077-dell-3110cn Group","2"
"HSC SPH WVU-NYCDHMH Research Group","HSC SPH WVU-NYCDHMH Research Group","3"
"3302-minolta-3350c Group","3302-minolta-3350c Group","3"
"HSC Casper Enrollment","HSC Casper Enrollment","0"
"1013-epson-r2000 Group","1013-epson-r2000 Group","10"
"MBRCC WVUH Clinic Users","MBRCC WVUH Clinic Users","5"
"RDTP IE Trusted Sites","RDTP IE Trust Sites","2"
"Meares Lab Group","Meares Lab Group","3"
"HSC Surgery PC Billers","HSC Surgery PC Billers","0"
"Derm Resident Folder Group","Derm Resident Folder Group","2"
"HSRS-MBRCC-RW","HSRS-MBRCC-RW","0"
"UR at HSC Group","UR at HSC Group","9"
"EndoResidents Group","EndoResidents Group","7"
"2176-minolta-4700p Group","2176-minolta-4700p Group","2"
"1180b-hp4015","1180b-hp4015","5"
"CED Budget and Finance Group","CED Budget and Finance Group","4"
"2257-minolta-c3110","2257-minolta-c3110","1"
"G279-Minolta-c3110 Group","G279-Minolta-c3110 Group","16"
"7327-ricoh Group","7327-ricoh Group","8"
"Biochem P-card Group","Biochem P-card Group","6"
"4093a-Minolta-4700P Group","4093a-Minolta-4700P Group","Error Getting Group Count"
"MED Share Traverse Group","MED Share Traverse Group","7"
"1025-hpoj8630","1025-hpoj8630","3"
"2831-hpofficejet6700 Group","2831-hpofficejet6700 Group","2"
"3143-hp3505 Group","3143-hp3505 Group","0"
"4520b-hp4250 Group","4520b-hp4250 Group","2"
"b040-hpljm601 Group","b040-hpljm601 Group","1"
"7533-ricoh","7533-ricoh","8"
"1409D-ricoh","1409D-ricoh","21"
"BEHADPH Share Traverse Group","BEHADPH Share Traverse Group","2"
"DentistryAll","DentistryAll","0"
"Biochem Office Admin","Biochem Office Admin","2"
"HSC ERP Share Group","HSC ERP Share Group","4"
"erma370-hplj-cp5225dn Group","erma370-hplj-cp5225dn Group","4"
"MBAM Special Exceptions Group","MBAM Special Exceptions Group","14"
"Pediatric Cardiology RW Group","Pediatric Cardiology RW Group","14"
