"DistinguishedName","GroupCategory","GroupScope","Members","Name","ObjectClass","ObjectGUID","SamAccountName","SID"
"CN=3040-hp4100 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","3040-hp4100 Group","group","a01f40f5-233f-4f18-a391-ae2ebb17c842","3040-hp4100 Group","S-1-5-21-865322659-4255640127-3857865232-30649"
"CN=FIMSyncOperators,OU=HS Resource Accounts,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","FIMSyncOperators","group","6032a96e-be27-4f6c-b864-096fb23855ac","FIMSyncOperators","S-1-5-21-865322659-4255640127-3857865232-43154"
"CN=FIMSyncJoiners,OU=HS Resource Accounts,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","FIMSyncJoiners","group","7c2c7cfa-7e32-4fd9-a9e1-8b8dbe7284ae","FIMSyncJoiners","S-1-5-21-865322659-4255640127-3857865232-43155"
"CN=FIMSyncBrowse,OU=HS Resource Accounts,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","FIMSyncBrowse","group","9ce66304-baec-4a86-a63f-4a834b5577fb","FIMSyncBrowse","S-1-5-21-865322659-4255640127-3857865232-43156"
"CN=FIMSyncPasswordSet,OU=HS Resource Accounts,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","FIMSyncPasswordSet","group","5ba6970d-93bf-4e2a-95ea-d7e592514172","FIMSyncPasswordSet","S-1-5-21-865322659-4255640127-3857865232-43157"
"CN=WVUH Coding Chares Backlog Group,OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","WVUH Coding Chares Backlog Group","group","d66a8fdd-2ed7-41ac-8f9d-a5aba43bc9e0","WVUH Coding Chares Backlog Group","S-1-5-21-865322659-4255640127-3857865232-27761"
"CN=HSC CED NNCIS Group,OU=CED,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HSC CED NNCIS Group","group","36e01cc6-d6aa-4e79-94a3-923a978aeb3a","HSC CED NNCIS Group","S-1-5-21-865322659-4255640127-3857865232-46149"
"CN=HSC Anatomy Research RO,OU=ANAT,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HSC Anatomy Research RO","group","b1759396-5a0b-49ff-a495-47be18066d86","HSC Anatomy Research RO","S-1-5-21-865322659-4255640127-3857865232-42499"
"CN=HSC Anatomy Research WO,OU=ANAT,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HSC Anatomy Research WO","group","e3537937-34ba-4376-9ddf-86b0a0196843","HSC Anatomy Research WO","S-1-5-21-865322659-4255640127-3857865232-42500"
"CN=SCCM Read Only,OU=Network Infrastructure,OU=Network and Voice Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","SCCM Read Only","group","297c952c-db09-4863-8353-9c3b4f73543f","SCCM Read Only","S-1-5-21-865322659-4255640127-3857865232-46657"
"CN=SCCM Read-Only Admin,OU=Network Systems,OU=Network and Voice Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","SCCM Read-Only Admin","group","6430b0e3-4c13-42ce-b3ca-a472eb2da138","SCCM Read-Only Admin","S-1-5-21-865322659-4255640127-3857865232-46659"
"CN=HSC CED Receiving Inventory Group,OU=CED,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HSC CED Receiving Inventory Group","group","fbf73f36-6d51-42a4-9349-f675e1a8102a","HSC CED Receiving Inventory Group","S-1-5-21-865322659-4255640127-3857865232-43300"
"CN=Eras-ObGyn,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Eras-ObGyn","group","1b41c564-ef2c-4f2b-82c7-b32f950bd96c","Eras-ObGyn","S-1-5-21-865322659-4255640127-3857865232-42472"
"CN=NewServer,OU=COA,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","NewServer","group","49cdf07b-d99c-4cf9-b63d-9c6731689884","NewServer","S-1-5-21-865322659-4255640127-3857865232-4258"
"CN=KLAdmins,CN=Users,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","KLAdmins","group","fbb360f8-20bd-42ac-ba83-fec8138d931d","KLAdmins","S-1-5-21-865322659-4255640127-3857865232-46716"
"CN=KLOperators,CN=Users,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","KLOperators","group","aaee18a3-0297-493c-8acb-d4f3799a6bb0","KLOperators","S-1-5-21-865322659-4255640127-3857865232-46717"
"CN=cprc-145-intermecpc41 printer group,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","cprc-145-intermecpc41 printer group","group","acb5d034-919d-4c2e-954a-bc9cea6e6763","cprc-145-intermecpc41 printer group","S-1-5-21-865322659-4255640127-3857865232-44443"
"CN=KAVWSEE Administrators,CN=Users,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","KAVWSEE Administrators","group","40f0f802-253a-47fd-a1dc-36a604c9ae3b","KAVWSEE Administrators","S-1-5-21-865322659-4255640127-3857865232-46409"
"CN=SecureTest Users,CN=Users,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","SecureTest Users","group","00bd277d-e685-4bf4-b125-ed93ba3573f4","SecureTest Users","S-1-5-21-865322659-4255640127-3857865232-46364"
"CN=HS EFS Users,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS EFS Users","group","5c5cc441-9dba-488c-9fbe-fbe31bdb5fbb","HS EFS Users","S-1-5-21-865322659-4255640127-3857865232-46413"
"CN=2095-HP2400 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2095-HP2400 Group","group","17e23066-d6c1-4b31-ba2c-333ea8ecdaab","2095-HP2400","S-1-5-21-865322659-4255640127-3857865232-1332"
"CN=Members testing,CN=Builtin,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Members testing","group","39e8a4bc-a8b3-49f8-a2b6-6bfeef66afe4","Members testing","S-1-5-21-865322659-4255640127-3857865232-47262"
"CN=HSC Citrix Grantman,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HSC Citrix Grantman","group","5e743c4e-1c9f-4fc3-81f3-55b66ffac4e0","HSC Citrix Grantman","S-1-5-21-865322659-4255640127-3857865232-2652"
"CN=Physio Grant RO Group,OU=PHYSIO,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Physio Grant RO Group","group","30233bf9-dea7-46be-a736-5e126cfa7367","Physio Grant RO Group","S-1-5-21-865322659-4255640127-3857865232-38959"
"CN=j_Clinical_DB_Manager,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","j_Clinical_DB_Manager","group","02fcd459-9f73-4b61-bd2c-95ceba77ec09","j_Clinical_DB_Manager","S-1-5-21-865322659-4255640127-3857865232-44259"
"CN=HSC IOEH PC Resident,OU=OCCMED,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HSC IOEH PC Resident","group","a5700b54-5002-4a7e-bee1-4cc0cd4f19e3","HSC IOEH PC Resident","S-1-5-21-865322659-4255640127-3857865232-44548"
"CN=sodorthoresidents,OU=ORTHO,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","sodorthoresidents","group","5da65251-8559-4eb5-977e-33ef5db2ec87","sodorthoresidents","S-1-5-21-865322659-4255640127-3857865232-16362"
"CN=2350p-hp2035n group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2350p-hp2035n group","group","9a125bb0-319c-4710-af42-b564f94e0d36","2350p-hp2035n group","S-1-5-21-865322659-4255640127-3857865232-43538"
"CN=3506-hp7600 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","3506-hp7600 Group","group","cbd189f7-0a60-417b-a9c2-18e358b486ac","3506-hp7600","S-1-5-21-865322659-4255640127-3857865232-1387"
"CN=b40-hp680 Group,OU=MBRCC Printers,OU=MBRCC Group,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","b40-hp680 Group","group","aa8881b9-a662-45b6-9453-9a4074fdabed","b40-hp680 Group","S-1-5-21-865322659-4255640127-3857865232-31410"
"CN=3059-hp4100n Group,OU=MBRCC Printers,OU=MBRCC Group,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","3059-hp4100n Group","group","f008d44a-8001-42c0-bc0b-e1490b94ffaa","3059-hp4100n","S-1-5-21-865322659-4255640127-3857865232-1397"
"CN=HSRS-MBRCC-RO,OU=MBRCC Administrative,OU=MBRCC Group,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HSRS-MBRCC-RO","group","9463d749-f544-4ca5-9c2b-6b872a1168ac","HSRS-MBRCC-RO","S-1-5-21-865322659-4255640127-3857865232-36407"
"CN=prete-hp8550 Group,OU=MBRCC Printers,OU=MBRCC Group,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","prete-hp8550 Group","group","78197525-2e60-453b-b926-3ca5703ab62c","prete-hp8550 Group","S-1-5-21-865322659-4255640127-3857865232-13290"
"CN=2095-hp4700 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2095-hp4700 Group","group","b67cb0d2-9681-4716-a5b0-dd2eb30d5f04","2095-hp4700 Group","S-1-5-21-865322659-4255640127-3857865232-16547"
"CN=2095-hplj9050 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2095-hplj9050 Group","group","988c5c94-e2fe-4ecb-8ea7-48a70add00ea","2095-hplj9050 Group","S-1-5-21-865322659-4255640127-3857865232-16546"
"CN=1820-hp1022n Group,OU=MBRCC Printers,OU=MBRCC Group,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","1820-hp1022n Group","group","0abac73f-170e-4306-8546-09b1ed60396b","1820-hp1022n","S-1-5-21-865322659-4255640127-3857865232-1293"
"CN=j_Administrative_Assistant,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","j_Administrative_Assistant","group","06b2d4ab-2115-476a-9626-17f1f27a69e2","j_Administrative_Assistant","S-1-5-21-865322659-4255640127-3857865232-44260"
"CN=j_Screening_Manager,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","j_Screening_Manager","group","8a80b8c0-afca-4a33-8d4a-ff23870cd48a","j_Screening_Manager","S-1-5-21-865322659-4255640127-3857865232-46715"
"CN=j_Training_Manager,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","j_Training_Manager","group","094b58a0-ca50-4393-8474-fe0cdc08ed8d","j_Training_Manager","S-1-5-21-865322659-4255640127-3857865232-46714"
"CN=g301-hplj4250dn Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","g301-hplj4250dn Group","group","cd45f3aa-3915-4818-a2ec-dec7f59157dd","g301-hplj4250dn Group","S-1-5-21-865322659-4255640127-3857865232-49175"
"CN=4096-hp2015 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","4096-hp2015 Group","group","52f5d3cb-cd47-40b8-b6bb-2ce461644fc8","4096-hp2015","S-1-5-21-865322659-4255640127-3857865232-1474"
"CN=5540-lex-t630 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","5540-lex-t630 Group","group","1c9dd53b-8c67-479e-8a32-4662aa249301","5540-lex-t630","S-1-5-21-865322659-4255640127-3857865232-1514"
"CN=HSC SON HR Share,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HSC SON HR Share","group","250fc880-46a9-4889-89d5-2a324bfdb356","HSC SON HR Share","S-1-5-21-865322659-4255640127-3857865232-18129"
"CN=CHSC SON Database Access,OU=SON,OU=CHAR_DIV,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","CHSC SON Database Access","group","798e47de-c35d-4f8d-94fa-f38a95ceb971","CHSC SON Database Access","S-1-5-21-865322659-4255640127-3857865232-28273"
"CN=Simulation Requests Group,OU=WVSTEPS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Simulation Requests Group","group","1b1cbad9-3d00-47e2-a0f8-ca81b8c5f872","Simulation Requests Group","S-1-5-21-865322659-4255640127-3857865232-48677"
"CN=Access-Denied Assistance Users,CN=Users,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Access-Denied Assistance Users","group","ced66a94-7e4e-4245-a8e9-d92858105d62","Access-Denied Assistance Users","S-1-5-21-865322659-4255640127-3857865232-53107"
"CN=XIV RO Storage Admins,OU=Resource Accounts,OU=Network and Voice Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","XIV RO Storage Admins","group","835c08dd-6787-4480-9e0b-2e60d3e09a4c","XIV RO Storage Admins","S-1-5-21-865322659-4255640127-3857865232-40524"
"CN=2814-hp2055dn Group,OU=MBRCC Printers,OU=MBRCC Group,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2814-hp2055dn Group","group","60bc7fbe-afbf-4f8d-b381-8c25710334a4","2814-hp2055dn Group","S-1-5-21-865322659-4255640127-3857865232-31899"
"CN=HSC SON BarrLab Group,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HSC SON BarrLab Group","group","e0b75cdc-beae-43c1-b2e5-b6ccc86f7d5c","HSC SON BarrLab Group","S-1-5-21-865322659-4255640127-3857865232-49651"
"CN=lc-color Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","lc-color Group","group","05b3f95b-6b63-4a5c-b056-a6b59379b789","lc-color Group","S-1-5-21-865322659-4255640127-3857865232-27537"
"CN=Phe Lab Users,OU=PHYSIO,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Phe Lab Users","group","5c867d60-5398-4ed3-815b-6c598c937432","Phe Lab Users","S-1-5-21-865322659-4255640127-3857865232-43245"
"CN=Prete-3338c-xerox Group,OU=MBRCC Printers,OU=MBRCC Group,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Prete-3338c-xerox Group","group","49f5e57d-18de-4e1a-a808-727c72a0fd48","Prete-3338c-xerox Group","S-1-5-21-865322659-4255640127-3857865232-10215"
"CN=prete-minolta420,OU=MBRCC Printers,OU=MBRCC Group,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","prete-minolta420","group","47a614da-e15a-4598-939d-e9a813b78778","prete-minolta420","S-1-5-21-865322659-4255640127-3857865232-34491"
"CN=Prete-moh-hp4200 Group,OU=MBRCC Printers,OU=MBRCC Group,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Prete-moh-hp4200 Group","group","0a22c7f9-ce23-425e-bc83-f27ba7037bb9","Prete-moh-hp4200 Group","S-1-5-21-865322659-4255640127-3857865232-10216"
"CN=G350-brother-9340cdw Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","G350-brother-9340cdw Group","group","16efab11-afcd-4b3e-9d6d-ea25b16713e2","G350-brother-9340cdw Group","S-1-5-21-865322659-4255640127-3857865232-31109"
"CN=2283-lexmark4000 Group,OU=MBRCC Printers,OU=MBRCC Group,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2283-lexmark4000 Group","group","d6d99be5-3f71-4489-80f3-4b612660036b","2283-lexmark4000 Group","S-1-5-21-865322659-4255640127-3857865232-42682"
"CN=HumanaRO,OU=BEHADPH,OU=SOP,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HumanaRO","group","8f83f2e3-600c-4c6b-a357-93a111703efe","HumanaRO","S-1-5-21-865322659-4255640127-3857865232-53197"
"CN=MCBSRO,OU=BEHADPH,OU=SOP,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","MCBSRO","group","4183ac98-b4e1-487c-baa0-7d7c1d66ef14","MCBSRO","S-1-5-21-865322659-4255640127-3857865232-53199"
"CN=HCUPRO,OU=BEHADPH,OU=SOP,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HCUPRO","group","13c4f361-3228-477e-af56-2d264779acc7","HCUPRO","S-1-5-21-865322659-4255640127-3857865232-53201"
"CN=j_Lead_CRT,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","j_Lead_CRT","group","f11b8e6c-fac0-476d-b7c7-e3c3ade88ad3","j_Lead_CRT","S-1-5-21-865322659-4255640127-3857865232-54650"
"CN=2244-MinoltaC364 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2244-MinoltaC364 Group","group","db3d3679-cac7-4655-9368-441effad160e","2244-MinoltaC364 Group","S-1-5-21-865322659-4255640127-3857865232-42887"
"CN=SPH OCCMED Faculty,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","SPH OCCMED Faculty","group","10dea883-6ec0-4b56-b64f-79cf49020239","SPH OCCMED Faculty","S-1-5-21-865322659-4255640127-3857865232-54366"
"CN=SPH OCCMED Staff,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","SPH OCCMED Staff","group","f221a798-7b65-4f02-84f5-a61297e5ee6f","SPH OCCMED Staff","S-1-5-21-865322659-4255640127-3857865232-54367"
"CN=WVUH Test migration,OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","WVUH Test migration","group","3775923e-922e-4194-a1a3-8b47f98b4505","WVUH Test migration","S-1-5-21-865322659-4255640127-3857865232-19199"
"CN=Shang Lab Group,OU=PHYSIO,OU=BASSCI,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Shang Lab Group","group","287755fe-77eb-4b8e-b46b-4bf36b888627","Shang Lab Group","S-1-5-21-865322659-4255640127-3857865232-55604"
"CN=HSC IOEH PC Student,OU=OCCMED,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HSC IOEH PC Student","group","320327fa-475d-4cc5-98a7-d7769dbbccc1","HSC IOEH PC Student","S-1-5-21-865322659-4255640127-3857865232-42955"
"CN=HSC IOEH PC Faculty,OU=OCCMED,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HSC IOEH PC Faculty","group","b51e8b9b-ff5c-4d9a-b75d-9d0555494ace","HSC IOEH PC Faculty","S-1-5-21-865322659-4255640127-3857865232-50530"
"CN=SEERRO,OU=BEHADPH,OU=SOP,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","SEERRO","group","23384f72-3b98-4e39-9429-aaf60e2ba902","SEERRO","S-1-5-21-865322659-4255640127-3857865232-56125"
"CN=SPH Workstations,OU=SPH,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","SPH Workstations","group","76959c02-1319-48c4-8ac9-41c6aaf32164","SPH Workstations","S-1-5-21-865322659-4255640127-3857865232-8720"
