"GroupName","GroupSamAccountName","GroupDescription","GroupCategory","GroupScope","GroupSID","SIDHIstory","GroupOU","GroupDN"
"d_study_Recruiting_Record_Checking_r","d_study_Recruiting_Record_Checking_r","CPRC","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-40378","","OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=d_study_Recruiting_Record_Checking_r,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"d_study_Submissions_r","d_study_Submissions_r","CPRC","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-39558","","OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=d_study_Submissions_r,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"d_study_Recruiting_Vol_Sched_m","d_study_Recruiting_Vol_Sched_m","CPRC","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-42827","","OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=d_study_Recruiting_Vol_Sched_m,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"j_Health_Care_Associate","j_Health_Care_Associate","CPRC","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-39069","","OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=j_Health_Care_Associate,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"d_study_Recruiting_Vol_Payment_m","d_study_Recruiting_Vol_Payment_m","CPRC","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-39068","","OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=d_study_Recruiting_Vol_Payment_m,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"d_study_Recruiting_Screening_Cal_m","d_study_Recruiting_Screening_Cal_m","CPRC","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-40383","","OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=d_study_Recruiting_Screening_Cal_m,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"6500-minolta501","6500-minolta501","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-39061","","OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=6500-minolta501,OU=SON,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"d_study_Recruiting_Database_m","d_study_Recruiting_Database_m","CPRC","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-40377","","OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=d_study_Recruiting_Database_m,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"d_study_Recruiting_Vol_Sched_r","d_study_Recruiting_Vol_Sched_r","CPRC","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-42826","","OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=d_study_Recruiting_Vol_Sched_r,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"d_study_DataEntry_r","d_study_DataEntry_r","CPRC","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-39055","","OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=d_study_DataEntry_r,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"d_study_Recruiting_Record_Checking_m","d_study_Recruiting_Record_Checking_m","CPRC","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-40379","","OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=d_study_Recruiting_Record_Checking_m,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"d_study_Recruiting_Study_Cal_m","d_study_Recruiting_Study_Cal_m","CPRC","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-40385","","OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=d_study_Recruiting_Study_Cal_m,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"d_study_DataEntry_o","d_study_DataEntry_o","CPRC","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-39053","","OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=d_study_DataEntry_o,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"WVUCPRC-External","WVUCPRC-External","CPRC","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-39059","","OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=WVUCPRC-External,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"d_study_Recruiting_Screening_Appts_m","d_study_Recruiting_Screening_Appts_m","CPRC","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-40381","","OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=d_study_Recruiting_Screening_Appts_m,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"d_study_Recruiting_Screening_Cal_r","d_study_Recruiting_Screening_Cal_r","CPRC","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-40382","","OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=d_study_Recruiting_Screening_Cal_r,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"d_study_Recruiting_Screening_Appts_r","d_study_Recruiting_Screening_Appts_r","CPRC","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-40380","","OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=d_study_Recruiting_Screening_Appts_r,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"XIV Storage Admins","XIV Storage Admins","Storage Administrator","Security","Global","S-1-5-21-865322659-4255640127-3857865232-40523","","OU=Resource Accounts,OU=Network and Voice Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=XIV Storage Admins,OU=Resource Accounts,OU=Network and Voice Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CHSC Admin CSC","CHSC Admin CSC","Departmental CSC","Security","Global","S-1-5-21-865322659-4255640127-3857865232-42849","","OU=CSC Groups,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=CHSC Admin CSC,OU=CSC Groups,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"cprc-143-minolta501 printer group","cprc-143-minolta501 printer group","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-39585","","OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=cprc-143-minolta501 printer group,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"d_study_Recruiting_Study_Cal_r","d_study_Recruiting_Study_Cal_r","CPRC","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-40384","","OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=d_study_Recruiting_Study_Cal_r,OU=WVUCPRC,OU=WVCTSI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"TelnetClients","TelnetClients","Members of this group have access to Telnet Server on this system.","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-1002","","CN=Users,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=TelnetClients,CN=Users,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"DnsAdmins","DnsAdmins","DNS Administrators Group","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-1108","","CN=Users,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=DnsAdmins,CN=Users,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"DnsUpdateProxy","DnsUpdateProxy","DNS clients who are permitted to perform dynamic updates on behalf of some other clients (such as DHCP servers).","Security","Global","S-1-5-21-865322659-4255640127-3857865232-1109","","CN=Users,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=DnsUpdateProxy,CN=Users,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS Testing","HS Testing",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-1114","","OU=IS Administrators,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS Testing,OU=IS Administrators,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"4094-Xerox Group","4094-Xerox","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-1472","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=4094-Xerox Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"102Annex_APPLE Group","102Annex_APPLE","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-1232","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=102Annex_APPLE Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"102-LEX-C510 Group","102-LEX-C510","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-1230","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=102-LEX-C510 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"2082-HP3500 Group","2082-HP3500","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-1329","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=2082-HP3500 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"3013-HPLJ5 Group","3013-HPLJ5","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-1386","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=3013-HPLJ5 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"4623-hp2015 Group","4623-hp2015","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-1500","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=4623-hp2015 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"b106-hp1320n Group","b106-hp1320n","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-13126","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=b106-hp1320n Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"b128-hp4100 Group","b128-hp4100","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-13128","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=b128-hp4100 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"g139-hplj5 Group","g139-hplj5","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-13150","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=g139-hplj5 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HP-3005 Group","HP-3005","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-1603","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HP-3005 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Toshiba Group","Toshiba","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-13121","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Toshiba Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"supervisor-office-1714c-hp4200 Group","supervisor-office-1714c-hp4200","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-13180","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=supervisor-office-1714c-hp4200 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"resgrad-hpclj4600 Group","resgrad-hpclj4600","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-13178","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=resgrad-hpclj4600 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"UHSTest Group","UHSTest","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-13122","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=UHSTest Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"RICOH Aficio 3260C RPCS Group","RICOH Aficio 3260C RPCS Group","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-12896","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=RICOH Aficio 3260C RPCS Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Migrated Users","Migrated Users",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-10239","","OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Migrated Users,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS Admin Budget 2004 Group","HS Admin Budget 2004 Group",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-10317","","OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=HS Admin Budget 2004 Group,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SGD","SGD","SGD Applications","Security","Global","S-1-5-21-865322659-4255640127-3857865232-13289","","OU=RemoteApps,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=SGD,OU=RemoteApps,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"2038-hp2025dn Group","2038-hp2025dn Group","Printer","Security","Global","S-1-5-21-865322659-4255640127-3857865232-10389","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=2038-hp2025dn Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Secure PC's","Secure PC's",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-13430","","OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Secure PC's,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"b14-hp2025n Group","b14-hp2025n Group","Printer","Security","Global","S-1-5-21-865322659-4255640127-3857865232-18026","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=b14-hp2025n Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"2306-hp2200 Group","2306-hp2200  Group","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-2656","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=2306-hp2200 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"4506-star800 Group","4506-star800 Group","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-2660","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=4506-star800 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"4514_peds_hplj4050 Group","4514_peds_hplj4050 Group","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-2661","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=4514_peds_hplj4050 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"4612-hplj2500n Group","4612-hplj2500n Group","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-2664","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=4612-hplj2500n Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"4621-hplj4 Group","4621-hplj4 Group","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-2665","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=4621-hplj4 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"4716-lex-c510 Group","4716-lex-c510 Group","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-2667","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=4716-lex-c510 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"4718-hp2200 Group","4718-hp2200 Group","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-2668","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=4718-hp2200 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"hp1320-2350L Group","hp1320-2350L Group","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-2670","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=hp1320-2350L Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"1001-hpoj7210 Group","1001-hpoj7210","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-1225","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=1001-hpoj7210 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Film Library","Film Library",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-18646","","OU=ENT,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Film Library,OU=ENT,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CRH Residents","CRH Residents",,"Security","Global","S-1-5-21-865322659-4255640127-3857865232-18261","","OU=BEHM,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=CRH Residents,OU=BEHM,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"DHCP Users","DHCP Users","Members who have view-only access to the DHCP service","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-21607","","CN=Users,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=DHCP Users,CN=Users,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"WINS Users","WINS Users","Members who have view-only access to the WINS Server","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-21609","","CN=Users,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=WINS Users,CN=Users,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"G111-hpoj8500 Group","G111-hpoj8500 Group","Printer","Security","Global","S-1-5-21-865322659-4255640127-3857865232-19781","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=G111-hpoj8500 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"G111-hplj4050 Group","G111-hplj4050 Group","Printer","Security","Global","S-1-5-21-865322659-4255640127-3857865232-19780","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=G111-hplj4050 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"g252f-bizhub200 Group","g252f-bizhub200","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-13162","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=g252f-bizhub200 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Bypass Traverse Checking Group","Bypass Traverse Checking Group","Traverse File Share","Security","Global","S-1-5-21-865322659-4255640127-3857865232-27620","","OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Bypass Traverse Checking Group,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"DHCP Administrators","DHCP Administrators","Members who have administrative access to DHCP service","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-21608","","CN=Users,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=DHCP Administrators,CN=Users,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"Resource Account Domain Admins","Resource Account Domain Admins","Role Group","Security","Global","S-1-5-21-865322659-4255640127-3857865232-22996","","OU=Resource Accounts,OU=Network and Voice Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=Resource Account Domain Admins,OU=Resource Accounts,OU=Network and Voice Services,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"erma370-lex-c760 Group","erma370-lex-c760 Group","Printer","Security","Global","S-1-5-21-865322659-4255640127-3857865232-22947","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=erma370-lex-c760 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSOpsManagement_HSvcSCP_SG","ITSOpsManagement_HSvcSCP_SG",,"Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-29138","","CN=ITSOpsManagement,CN=OperationsManager,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=ITSOpsManagement_HSvcSCP_SG,CN=ITSOpsManagement,CN=OperationsManager,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"1622-hp2055dn Group","1622-hp2055dn Group","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-22315","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=1622-hp2055dn Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"1055-minolta161f Group","1055-minolta161f Group","Printer","Security","DomainLocal","S-1-5-21-865322659-4255640127-3857865232-22316","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=1055-minolta161f Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"3123-hp2500c Group","3123-hp2500c Group","Printer","Security","Global","S-1-5-21-865322659-4255640127-3857865232-32617","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=3123-hp2500c Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"emmed-canon Group","emmed-canon Group","Printer","Security","Global","S-1-5-21-865322659-4255640127-3857865232-30632","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=emmed-canon Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"g190-hp2430 Group","g190-hp2430 Group","Printer","Security","Global","S-1-5-21-865322659-4255640127-3857865232-30646","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=g190-hp2430 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"g190a-peds-hp4050","g190a-peds-hp4050","Printer","Security","Global","S-1-5-21-865322659-4255640127-3857865232-30647","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=g190a-peds-hp4050,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"4621-tsp800 Group","4621-tsp800 Group","Printer","Security","Global","S-1-5-21-865322659-4255640127-3857865232-30648","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=4621-tsp800 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"g214-hp4100 Group","g214-hp4100 Group","Printer","Security","Global","S-1-5-21-865322659-4255640127-3857865232-32826","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=g214-hp4100 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"b128-hplj2605dn Group","b128-hplj2605dn Group","Printer","Security","Global","S-1-5-21-865322659-4255640127-3857865232-32828","","OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","CN=b128-hplj2605dn Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
